application,approval,uid,gender,bal,prod_list,item,seq_len,label,brand_id,prod_id,age,mobile_level,item_price
0,1,202,1,85053,"68,23,97",95,3,1,708,65,50,2,673.11
0,0,1122,1,86947,"7,11,43",63,3,1,121,99,40,1,644.55
1,0,929,1,54826,"82,1,20",54,3,1,591,63,60,3,994.71
0,1,696,2,59370,"44,72,13",15,3,1,884,39,30,4,501.84
0,0,1743,1,20230,"91,37,62",27,3,1,218,57,18,1,174.85
1,1,1233,2,34698,"47,17,5",49,3,1,99,51,57,3,286.07
0,1,1643,1,99656,"100,8,48",12,3,1,243,30,53,1,182.03
1,0,1792,1,18792,"38,81,58",64,3,1,69,81,32,1,741.11
0,1,1450,2,10539,"81,30,3",88,3,1,859,45,43,4,562.98
1,1,1120,1,28719,"50,72,18",60,3,1,813,72,21,4,548.55
1,1,431,2,94153,"44,17,95",56,3,1,680,65,57,2,634.09
0,1,1709,1,20005,"8,2,10",76,3,1,795,81,21,4,24.95
1,1,1626,2,79247,"15,20,77",78,3,1,236,98,29,3,381.28
1,0,768,1,54656,"51,29,22",14,3,1,816,19,30,4,120.58
0,1,252,2,26633,"52,17,48",24,3,1,782,31,36,4,486.16
0,1,723,1,12584,"82,84,19",53,3,1,360,31,55,1,242.45
1,1,1611,2,10577,"17,12,37",44,3,1,15,67,58,1,65.1
1,0,970,1,61066,"43,58,76",36,3,1,127,76,34,3,872.52
1,1,48,2,57327,"18,32,2",89,3,1,891,1,32,1,474.03
0,0,191,2,29270,"23,70,33",6,3,1,239,50,41,2,746.81
0,1,1237,1,45273,"18,16,94",18,3,1,297,45,52,2,980.03
1,0,850,2,99112,"42,78,18",52,3,1,138,27,19,4,454.24
1,1,944,1,44886,"31,31,30",8,3,1,568,44,43,4,756.64
1,0,873,2,24042,"72,72,65",79,3,1,273,80,18,4,309.1
1,0,75,1,58799,"65,100,4",78,3,1,185,99,20,4,278.93
1,1,415,1,32642,"44,27,82",54,3,1,278,66,25,1,665.68
0,0,1127,2,44416,"100,64,35",62,3,1,545,78,34,2,100.33
1,1,1675,1,87531,"33,1,54",14,3,1,797,2,47,4,148.4
0,1,1616,1,89642,"100,98,40",30,3,1,638,21,27,2,279.43
1,0,1549,2,25469,"52,26,16",53,3,1,376,15,24,1,852.48
0,0,111,2,84367,"0,4,22",59,3,1,996,46,34,2,517.29
1,1,175,2,14507,"50,90,71",57,3,1,645,88,46,3,217.78
0,1,1211,2,83736,"70,12,23",50,3,1,135,55,27,2,725.18
0,1,1190,1,16981,"35,77,40",57,3,1,771,40,42,4,783.88
1,1,152,2,13884,"90,70,51",51,3,1,375,41,44,3,162.18
1,0,393,2,36994,"78,92,48",84,3,1,623,91,55,1,18.63
0,1,196,2,45248,"34,48,90",48,3,1,951,13,53,2,765.51
0,0,97,2,29405,"6,58,83",57,3,1,349,34,59,1,503.87
1,1,747,2,75433,"27,78,88",6,3,1,410,3,44,1,266.62
0,0,1821,2,69205,"31,51,61",23,3,1,828,3,35,4,604.43
0,0,178,2,99305,"69,31,10",99,3,1,407,49,45,3,938.98
0,0,755,1,87458,"15,7,25",52,3,1,609,10,52,3,596.15
0,1,1551,2,88119,"40,76,5",66,3,1,306,8,34,4,608.77
1,0,1841,1,42871,"75,25,15",56,3,1,613,62,26,3,946.13
1,1,1128,2,13234,"75,12,36",37,3,1,720,0,34,3,963.84
1,0,1711,1,15698,"92,22,17",87,3,1,699,55,45,3,219.4
1,1,1442,2,39286,"12,9,31",59,3,1,868,11,47,1,523.35
1,0,284,1,17380,"57,45,66",74,3,1,900,6,21,4,74.52
1,1,1678,1,38694,"68,16,51",49,3,1,831,25,22,2,658.19
0,1,32,1,49256,"62,44,57",99,3,1,28,15,53,4,159.9
1,1,515,2,55761,"98,39,64",64,3,1,330,62,41,3,887.59
0,0,1368,1,49688,"46,75,77",31,3,1,808,28,37,1,756.76
0,0,1382,2,17109,"0,57,65",36,3,1,83,60,57,3,485.67
0,0,1975,2,59249,"78,75,64",53,3,1,814,1,21,3,9.55
0,1,1775,2,44276,"39,30,51",83,3,1,364,19,27,2,466.56
0,1,1720,2,40739,"40,71,56",16,3,1,752,5,55,4,722.18
1,1,1438,2,39511,"74,5,5",57,3,1,857,38,53,2,485.34
1,0,1838,1,13747,"8,72,95",33,3,1,139,12,39,2,881.6
1,1,650,2,21108,"11,78,24",20,3,1,166,81,58,1,540.49
1,1,10,1,93698,"96,37,85",48,3,1,896,51,35,1,783.72
0,1,1276,1,17954,"44,21,26",53,3,1,222,96,22,3,219.02
1,0,1234,2,49244,"100,22,57",38,3,1,759,88,37,1,142.9
1,1,1135,2,12892,"30,24,47",67,3,1,850,12,20,4,171.66
0,0,924,1,99682,"17,41,29",49,3,1,464,15,60,2,687.67
1,1,109,1,68329,"7,54,30",85,3,1,669,11,43,1,257.59
0,1,226,2,17155,"54,22,43",33,3,1,34,42,59,1,858.16
1,0,883,2,19374,"42,32,95",53,3,1,15,51,25,4,425.57
0,1,675,1,59304,"27,66,52",64,3,1,450,25,39,3,27.73
0,0,291,1,83735,"45,38,72",4,3,1,990,89,37,2,536.17
0,1,206,2,52859,"72,93,56",6,3,1,132,1,36,2,750.21
0,0,526,1,40166,"36,93,26",21,3,1,660,95,58,3,855.27
0,0,1898,1,48178,"36,13,1",40,3,1,813,63,60,4,419.49
1,0,166,2,75694,"98,83,99",29,3,1,84,21,54,4,40.12
1,1,22,2,58415,"86,54,31",18,3,1,0,37,29,1,934.83
0,0,1128,1,69656,"92,83,16",55,3,1,917,9,49,4,334.73
0,1,1991,1,82847,"48,71,52",15,3,1,94,85,57,1,703.44
0,0,386,1,52478,"14,87,68",38,3,1,624,77,33,2,46.67
0,0,601,2,70017,"75,51,28",70,3,1,59,11,29,4,920.26
0,1,1950,2,12554,"95,59,66",8,3,1,201,20,52,4,645.54
1,1,841,2,73543,"85,1,89",56,3,1,26,98,26,3,458.85
1,0,1501,2,25549,"46,7,99",82,3,1,528,25,37,1,131.93
0,0,621,2,60587,"20,16,27",87,3,1,97,70,53,1,450.54
1,0,1391,2,99482,"9,62,28",83,3,1,177,33,38,3,767.31
1,1,1775,1,72687,"34,82,16",64,3,1,936,41,18,3,75.03
1,1,731,1,86552,"12,45,65",85,3,1,32,19,34,1,337.31
1,1,1219,1,51389,"86,38,67",5,3,1,818,13,51,4,41.15
0,1,343,1,77056,"4,28,88",27,3,1,576,62,37,1,27.11
1,0,727,1,49165,"57,38,18",29,3,1,666,75,60,1,183.16
0,1,1168,2,79071,"55,82,59",71,3,1,257,70,20,1,104.79
0,0,697,1,35910,"76,75,39",91,3,1,911,6,60,1,796.26
1,0,1633,1,60457,"70,52,51",14,3,1,925,44,50,3,701.83
1,1,647,2,70800,"50,44,13",86,3,1,6,85,59,3,984.51
0,0,1321,1,42361,"1,90,58",34,3,1,634,49,55,2,539.96
1,0,715,2,51165,"7,37,60",21,3,1,644,67,58,1,333.8
1,0,824,2,23873,"10,49,48",91,3,1,571,46,22,1,707.98
1,0,1247,1,33547,"74,12,35",74,3,1,39,85,41,3,898.6
1,1,1182,2,34189,"28,92,56",39,3,1,831,21,46,1,613.58
0,0,1238,1,57367,"61,54,85",33,3,1,149,79,59,2,989.14
0,0,1858,1,86131,"94,8,68",100,3,1,920,40,53,4,981.85
1,1,163,1,31388,"96,53,90",49,3,1,6,0,57,3,151.94
1,0,542,2,81588,"25,17,45",25,3,1,26,65,39,3,158.02
0,1,1771,1,29052,"83,77,35",14,3,1,861,88,42,1,4.21
0,1,1181,2,54843,"82,11,79",93,3,1,890,87,36,2,632.91
0,0,909,2,73307,"50,40,35",43,3,1,504,21,28,3,357.45
1,1,1695,1,39426,"53,77,15",42,3,1,619,16,43,4,646.88
0,1,126,1,19515,"0,40,35",61,3,1,408,72,19,4,777.8
0,0,731,1,43737,"56,69,20",20,3,1,976,48,18,4,945.16
0,0,1185,2,22905,"93,70,12",27,3,1,180,66,29,2,203.35
1,1,206,1,57274,"99,11,82",29,3,1,48,67,22,3,493.34
1,1,1135,1,75936,"36,75,60",83,3,1,31,14,59,2,539.88
0,0,1857,2,61795,"45,62,21",96,3,1,927,50,45,1,822.22
0,1,1536,1,75259,"71,92,19",83,3,1,984,6,18,4,895.54
1,1,1046,1,60634,"77,10,36",95,3,1,827,25,25,2,3.94
1,0,1678,2,59118,"7,23,29",43,3,1,649,87,42,3,4.64
1,1,1526,1,56294,"97,36,57",25,3,1,118,80,54,2,405.17
1,1,798,2,18362,"87,93,6",50,3,1,847,5,50,2,453.68
0,1,700,1,96815,"54,52,54",6,3,1,192,58,47,3,151.74
0,1,935,2,36878,"73,1,18",54,3,1,234,2,18,1,49.32
1,1,1398,2,40193,"7,15,100",50,3,1,128,63,36,4,24.74
0,1,1158,1,81035,"72,95,79",83,3,1,476,51,47,3,137.5
0,1,356,1,13825,"29,92,46",14,3,1,421,70,28,2,713.51
0,1,1429,1,54916,"72,41,30",42,3,1,114,11,28,3,239.03
1,1,1663,1,46370,"27,13,64",44,3,1,321,45,38,4,692.76
0,1,1705,2,79622,"82,29,81",32,3,1,321,1,28,1,759.51
0,0,1044,1,65547,"29,45,25",33,3,1,139,74,55,2,557.14
1,0,1735,2,76982,"76,6,54",56,3,1,306,31,34,4,713.75
0,1,118,1,39486,"9,73,6",47,3,1,44,99,36,4,752.6
0,1,1270,2,86207,"45,7,18",74,3,1,272,98,33,4,235.06
0,1,614,1,52119,"56,71,7",16,3,1,715,29,41,4,80.32
1,0,299,2,21705,"50,29,23",93,3,1,783,6,54,2,147.59
1,1,1359,2,22960,"8,29,96",25,3,1,815,3,43,1,487.32
0,0,945,1,37101,"56,67,53",27,3,1,589,54,53,3,998.55
0,1,421,1,99753,"46,70,21",98,3,1,611,98,18,2,487.3
0,0,638,2,84189,"100,75,89",56,3,1,557,43,33,3,644.87
1,0,282,2,70461,"73,99,8",22,3,1,546,73,34,1,628.21
0,1,567,2,81066,"85,22,87",25,3,1,914,50,26,1,109.46
0,0,966,1,33649,"98,88,38",76,3,1,561,70,35,4,455.32
1,1,1233,2,64270,"36,25,59",61,3,1,375,47,33,3,605.49
0,0,774,2,78858,"3,32,72",7,3,1,600,97,45,4,783.26
1,0,1730,1,52023,"1,8,90",33,3,1,832,30,27,4,995.95
1,0,441,1,94272,"32,40,55",58,3,1,805,38,20,4,811.29
0,1,1530,1,43225,"74,78,66",72,3,1,899,80,38,2,992.63
1,1,1971,2,44602,"9,44,5",40,3,1,223,96,27,4,193.23
1,0,442,2,71849,"2,98,45",89,3,1,448,25,40,2,600.65
0,1,323,1,78716,"60,17,16",42,3,1,98,96,37,3,16.26
1,0,169,2,47175,"76,98,10",79,3,1,630,33,33,1,29.7
0,0,1260,2,54011,"13,1,22",16,3,1,767,38,41,3,788.33
1,0,121,2,68465,"60,5,93",90,3,1,257,41,42,3,35.13
0,1,1910,1,26531,"13,27,7",45,3,1,491,32,51,3,469.04
0,0,595,2,74288,"23,10,25",97,3,1,302,8,55,3,616.57
0,1,18,2,36099,"63,72,21",52,3,1,826,11,28,1,676.89
1,0,12,1,56125,"77,45,71",59,3,1,165,98,50,1,985.66
0,1,225,2,32045,"28,22,69",93,3,1,837,60,59,4,188.97
1,1,1497,1,33322,"27,91,9",88,3,1,183,90,19,1,450.72
1,0,485,1,24738,"28,0,87",9,3,1,940,58,52,4,258.73
1,0,1097,2,47479,"7,40,29",23,3,1,534,27,40,1,664.35
1,1,954,2,29177,"29,43,99",18,3,1,487,23,37,4,907.11
0,0,571,1,31084,"46,10,55",92,3,1,697,48,24,2,581.2
0,0,1836,1,18387,"39,25,45",96,3,1,732,6,58,2,451.49
0,1,175,1,98597,"2,85,28",81,3,1,538,87,18,2,395.12
0,1,1628,1,92506,"87,8,31",6,3,1,436,80,24,1,95.89
0,1,1244,1,39643,"82,61,29",95,3,1,790,52,36,4,531.91
1,1,1603,2,88004,"0,81,85",1,3,1,724,47,51,3,573.26
1,1,1199,2,18215,"59,88,77",63,3,1,524,40,26,2,737.29
0,0,1206,2,77021,"24,61,75",79,3,1,469,11,36,4,121.52
0,0,1074,1,33818,"35,88,35",77,3,1,121,47,54,2,83.11
1,0,37,1,66792,"57,95,58",7,3,1,237,86,19,3,868.36
1,1,459,2,61214,"96,100,86",35,3,1,182,77,52,4,514.04
1,1,797,2,62671,"8,78,84",79,3,1,100,40,44,1,296.53
0,0,1328,2,51480,"89,3,78",2,3,1,949,32,26,4,765.67
0,1,306,1,56400,"83,78,91",61,3,1,102,30,30,3,886.48
0,0,52,1,45906,"32,91,42",43,3,1,362,92,50,1,934.89
0,1,1423,1,85523,"10,5,85",32,3,1,981,12,45,4,152.82
1,1,493,1,46683,"89,91,52",10,3,1,347,26,37,2,496.87
1,0,1755,1,69611,"44,61,17",65,3,1,663,20,50,2,48.62
1,1,1217,2,94686,"64,98,8",66,3,1,731,3,50,3,643.65
1,0,1047,2,39085,"44,17,88",17,3,1,320,0,30,2,599.64
1,1,1538,2,20606,"80,86,31",32,3,1,285,28,26,1,362.45
1,0,1875,1,95646,"75,64,45",8,3,1,378,15,38,2,287.35
1,0,658,2,63762,"67,84,71",19,3,1,535,92,25,3,845.34
1,0,938,2,96091,"81,81,98",7,3,1,333,87,51,1,71.35
1,0,358,1,63401,"87,74,48",91,3,1,93,29,51,2,914.55
1,1,60,2,90495,"65,82,51",42,3,1,84,39,38,3,227.12
0,0,705,2,43095,"45,57,69",82,3,1,1,14,19,3,405.49
1,1,41,2,98414,"79,36,42",83,3,1,370,18,57,3,919.54
0,1,1678,1,87731,"78,7,23",31,3,1,162,9,38,2,706.1
1,1,504,1,92764,"27,49,19",49,3,1,695,33,55,3,660.72
0,1,733,2,56250,"10,35,9",7,3,1,966,32,19,3,795.43
0,0,1680,2,79582,"89,91,48",26,3,1,965,1,21,3,849.08
0,1,268,1,76170,"56,79,37",9,3,1,534,64,48,2,409.28
0,1,76,1,29141,"80,15,85",6,3,1,593,84,23,2,540.53
0,1,209,2,37860,"27,92,39",54,3,1,292,41,58,1,261.18
0,0,435,2,26684,"34,76,43",60,3,1,408,69,45,2,865.24
1,0,1901,2,76984,"43,52,28",75,3,1,786,24,42,4,81.38
0,0,1990,2,21630,"21,11,96",65,3,1,467,17,34,4,278.19
1,1,1790,1,92977,"80,64,56",38,3,1,482,62,59,1,78.47
1,1,1310,2,33573,"47,73,63",64,3,1,106,62,31,1,873.08
0,0,535,1,36954,"63,9,21",74,3,1,744,71,49,4,685.89
1,0,437,1,11591,"61,86,5",23,3,1,346,53,32,1,146.1
0,1,670,1,86020,"38,28,31",37,3,1,967,96,42,4,514.69
0,0,906,1,24016,"30,58,72",93,3,1,85,95,60,2,507.21
0,0,540,2,91400,"67,19,42",85,3,1,516,19,36,2,544.23
0,1,529,2,81654,"59,0,100",37,3,1,805,67,39,2,135.72
1,0,1365,2,50610,"32,92,85",60,3,1,146,47,32,4,829.79
0,0,315,1,10633,"67,65,43",8,3,1,406,10,46,2,508.92
1,1,42,2,21958,"74,70,23",45,3,1,212,0,42,2,308.66
0,0,723,2,53747,"100,98,18",47,3,1,9,45,43,3,446.42
1,0,290,1,52503,"62,39,29",29,3,1,854,33,21,1,302.02
0,1,881,1,80785,"92,44,68",68,3,1,950,91,53,1,418.87
1,0,366,2,64017,"100,67,17",35,3,1,927,30,46,2,337.49
0,0,737,1,36360,"93,26,35",18,3,1,113,54,50,3,69.6
0,0,83,2,89397,"22,75,26",83,3,1,997,29,24,2,57.82
0,1,1012,2,25553,"4,69,47",5,3,1,99,85,47,4,998.72
0,0,1355,1,87524,"68,86,34",72,3,1,21,41,34,4,851.27
0,0,1789,2,54307,"69,56,47",59,3,1,586,18,53,2,896.15
1,0,94,1,67111,"85,34,18",34,3,1,69,52,31,2,191.64
0,1,846,2,91071,"22,96,10",42,3,1,993,15,35,2,273.13
1,1,1546,1,34694,"39,75,77",64,3,1,949,75,44,4,619.12
0,1,1411,2,14957,"12,82,13",40,3,1,278,56,49,1,634.86
0,1,1356,2,19024,"36,11,49",53,3,1,666,30,52,2,708.8
1,1,1056,1,17534,"56,89,66",98,3,1,196,51,57,4,536.8
0,0,527,2,90765,"1,100,65",62,3,1,227,60,38,2,198.54
1,0,1053,2,66818,"4,94,7",85,3,1,157,79,26,4,779.24
1,0,596,1,13227,"63,9,8",10,3,1,959,48,52,1,261.01
0,0,502,2,86495,"58,56,84",31,3,1,221,15,40,2,559.5
1,1,645,1,31473,"1,6,13",36,3,1,270,18,23,1,641.65
0,1,916,2,43084,"72,77,97",79,3,1,814,88,50,1,923.33
1,1,768,2,31928,"82,79,15",40,3,1,18,43,38,2,559.94
1,0,1890,2,19500,"17,96,93",21,3,1,577,54,38,2,747.33
1,1,1805,2,14297,"75,70,2",51,3,1,816,94,54,4,481.67
0,0,1458,1,38677,"24,47,5",78,3,1,270,76,40,1,298.23
0,0,1560,2,89451,"3,14,46",16,3,1,691,92,40,1,762.43
1,0,848,1,46530,"56,12,79",25,3,1,862,29,30,1,486.67
0,1,835,1,77340,"78,0,34",1,3,1,778,11,45,4,482.64
1,1,415,1,15755,"44,10,54",36,3,1,581,36,38,1,970.1
1,0,1625,1,11001,"85,45,55",68,3,1,997,86,25,4,695.2
1,1,435,1,73136,"32,73,28",54,3,1,537,51,18,4,379.35
1,0,566,2,48564,"8,22,78",17,3,1,779,74,27,2,543.68
0,0,986,1,36562,"61,29,1",76,3,1,498,41,44,3,366.84
1,1,1726,2,73195,"53,13,46",100,3,1,397,5,43,2,675.93
1,1,1259,2,56745,"1,35,92",76,3,1,275,97,23,2,697.82
0,1,1022,1,32885,"80,68,9",39,3,1,237,55,48,4,108.78
1,0,1859,2,29846,"17,51,89",79,3,1,299,84,54,1,189.57
1,1,1355,1,71535,"32,86,97",87,3,1,387,14,59,2,203.27
0,0,1701,1,14111,"1,54,81",75,3,1,22,18,33,1,979.6
1,1,97,2,46470,"62,31,77",10,3,1,983,89,35,2,98.59
0,0,1636,1,69778,"29,72,51",16,3,1,825,33,20,1,996.74
0,1,495,2,79559,"16,20,75",91,3,1,994,64,50,2,69.81
1,1,1195,1,94150,"98,46,30",44,3,1,195,58,32,2,509.26
0,1,917,1,31848,"50,97,88",50,3,1,685,25,42,4,491.62
0,1,1437,1,59542,"93,80,42",85,3,1,141,91,26,4,806.97
0,0,1017,1,99773,"0,89,98",34,3,1,326,69,21,4,63.07
1,1,706,2,93060,"67,11,90",69,3,1,925,92,59,1,245.23
0,0,1459,2,15721,"32,64,41",40,3,1,572,93,58,1,554.8
1,1,1203,2,37409,"12,20,32",6,3,1,540,8,20,2,665.96
1,0,789,1,16391,"76,90,47",93,3,1,727,81,24,3,580.61
1,0,1780,1,42397,"60,84,33",73,3,1,108,30,26,4,29.78
1,1,84,2,58993,"11,90,84",32,3,1,962,6,42,3,900.17
0,0,1123,1,36844,"32,98,72",7,3,1,246,52,24,4,361.05
0,0,323,2,24771,"13,61,65",68,3,1,777,80,43,4,86.7
1,1,1574,1,36622,"83,85,95",58,3,1,286,53,45,4,217.29
0,1,1628,1,93632,"15,50,68",78,3,1,34,84,21,1,511.59
0,1,624,2,54108,"42,78,47",82,3,1,976,90,24,3,22.65
1,1,1881,2,11506,"61,43,62",63,3,1,792,19,49,2,210.16
1,1,1701,2,50973,"66,38,43",16,3,1,101,48,51,1,649
0,1,46,2,27496,"59,91,72",67,3,1,985,21,42,3,918.23
0,0,248,2,19099,"99,76,13",81,3,1,208,10,19,2,786.32
1,0,1628,1,26808,"7,34,55",7,3,1,360,23,58,4,366.29
1,0,736,2,56977,"56,97,55",69,3,1,474,39,60,3,410.88
0,1,1304,1,28231,"89,92,26",82,3,1,450,48,36,3,754.89
1,0,1967,1,13516,"38,43,48",94,3,1,7,39,38,4,32.05
0,0,1177,1,22974,"72,71,33",34,3,1,678,5,43,3,925.23
1,1,529,2,35516,"83,77,80",3,3,1,960,17,33,3,723.1
1,1,761,2,31181,"16,98,3",80,3,1,646,8,36,1,928.85
1,1,1955,1,77995,"100,62,66",15,3,1,894,4,21,1,253.13
0,0,1439,1,89716,"31,62,99",28,3,1,664,18,51,1,892.59
1,1,410,2,53574,"88,61,97",18,3,1,135,15,38,1,250.55
1,1,1853,2,95555,"76,89,80",57,3,1,741,5,57,1,133.04
1,0,1189,1,70579,"96,1,9",75,3,1,150,87,58,3,157.3
1,1,1402,2,37204,"49,64,47",39,3,1,434,99,27,4,816.05
1,1,783,1,93049,"4,48,50",85,3,1,582,35,18,2,64
0,1,805,2,34936,"62,54,35",8,3,1,554,19,51,3,385.99
1,1,829,2,91977,"46,6,9",3,3,1,188,96,18,1,772.62
0,1,1169,2,46837,"51,92,64",78,3,1,985,52,25,3,925.69
0,1,473,1,96014,"72,96,49",70,3,1,425,68,20,3,897.39
1,1,1929,2,19875,"62,89,43",71,3,1,907,32,38,2,652.36
1,0,1710,1,38564,"25,74,55",26,3,1,745,76,37,1,29.03
1,1,248,1,98161,"18,23,50",47,3,1,777,35,46,2,811.15
0,0,1312,2,65125,"35,75,42",24,3,1,422,95,52,1,147.69
0,1,1521,2,80007,"84,50,6",32,3,1,386,55,26,4,204.4
1,1,1609,1,56605,"59,33,81",88,3,1,291,85,53,3,106.16
1,1,229,1,58378,"71,12,87",40,3,1,869,71,48,4,97.13
1,1,702,2,47902,"74,96,55",48,3,1,602,18,59,2,779.71
1,1,1024,1,73471,"13,80,16",92,3,1,768,61,45,2,603.02
1,0,131,2,99174,"61,92,29",47,3,1,949,12,27,4,509.61
1,1,1462,2,53724,"34,34,40",22,3,1,197,92,34,2,659.44
1,0,15,1,78343,"45,26,56",65,3,1,972,36,33,4,910.09
1,0,722,2,57528,"32,58,69",87,3,1,354,83,20,1,659.49
1,0,1148,2,82434,"89,64,13",60,3,1,747,56,58,3,35.16
1,0,151,2,53449,"47,53,71",29,3,1,559,74,33,1,287.27
1,0,1975,1,99522,"52,78,14",55,3,1,14,83,18,3,289.49
0,1,1316,2,78063,"80,8,32",67,3,1,485,62,53,4,310.97
1,1,296,1,91109,"88,90,66",38,3,1,349,33,23,1,304.3
1,1,706,1,16706,"87,17,72",70,3,1,510,97,24,1,274.16
0,0,1207,2,22394,"89,98,55",85,3,1,901,37,57,2,70.97
1,1,427,1,42213,"72,5,53",49,3,1,939,30,59,4,804.83
0,0,600,2,17998,"66,27,53",82,3,1,432,2,57,4,895.04
1,0,828,1,77540,"50,35,95",46,3,1,43,62,43,3,764.63
0,1,695,2,47192,"28,35,36",44,3,1,682,28,52,1,536.3
0,0,417,2,87766,"86,19,17",53,3,1,948,17,21,3,727.15
0,1,1888,1,73630,"73,48,5",66,3,1,81,0,43,1,569.9
0,1,1767,1,84148,"23,46,28",10,3,1,592,62,59,2,906.77
1,0,1996,2,99652,"9,18,70",81,3,1,813,63,45,1,180.51
0,1,1660,2,94972,"23,21,9",65,3,1,165,72,42,4,13.67
1,0,1152,1,84340,"55,22,39",39,3,1,178,94,19,4,593.72
1,1,1530,2,77993,"58,4,16",99,3,1,592,58,41,4,385.85
0,1,273,2,66729,"46,82,41",88,3,1,87,98,35,4,281.08
0,1,426,1,68540,"12,62,39",35,3,1,815,94,33,3,372.2
1,1,398,2,49716,"73,67,88",95,3,1,366,12,55,3,141.55
1,0,1503,1,56133,"62,75,50",16,3,1,693,24,39,2,648.97
0,1,1275,1,61041,"94,14,34",81,3,1,905,70,45,1,430.49
1,1,1833,2,87413,"64,50,10",95,3,1,94,13,41,4,397.93
1,0,108,2,27996,"21,31,39",38,3,1,510,31,56,2,549.06
1,1,1183,2,45135,"49,3,59",16,3,1,636,10,54,2,594.32
0,0,860,1,53098,"55,40,84",81,3,1,110,42,31,2,991.26
0,1,409,1,99268,"57,18,10",1,3,1,61,61,18,2,503.78
0,0,633,1,48416,"41,65,34",90,3,1,484,33,46,4,132.14
1,0,848,1,71886,"47,47,30",25,3,1,399,51,35,2,63.47
1,0,865,2,36692,"69,38,89",39,3,1,438,69,19,4,929.11
0,1,1375,1,21299,"4,8,95",16,3,1,380,1,51,1,839.77
0,1,782,2,35319,"17,51,1",39,3,1,206,8,44,3,451.21
0,0,1852,1,41221,"60,31,9",19,3,1,664,7,42,2,531.86
0,1,955,2,39455,"47,52,2",4,3,1,546,58,34,2,903.63
0,1,1891,2,43593,"96,58,88",17,3,1,792,99,29,2,977.56
0,0,1342,1,19549,"32,23,67",89,3,1,891,80,39,4,465.6
1,0,819,1,24035,"98,69,83",87,3,1,304,65,34,3,247.96
0,1,192,1,44345,"22,89,82",50,3,1,244,47,23,1,299.04
0,0,401,1,98137,"57,2,36",68,3,1,378,93,58,1,625.52
0,0,12,2,37728,"31,51,12",39,3,1,156,82,28,3,795.62
1,1,1727,1,40472,"55,56,36",2,3,1,343,52,28,1,979.72
1,1,774,2,90803,"99,48,38",85,3,1,984,76,59,2,57.03
1,0,815,1,95822,"5,72,7",72,3,1,808,20,23,3,555.42
0,0,832,2,77569,"70,90,41",19,3,1,478,1,23,4,632.07
1,1,557,1,45650,"14,81,41",82,3,1,60,63,38,2,755.59
0,1,1159,1,33959,"82,44,42",91,3,1,704,0,44,2,410.98
0,0,1486,1,58832,"9,9,7",31,3,1,160,19,24,1,605.64
0,1,569,2,94517,"2,80,25",76,3,1,352,59,26,3,917.87
1,1,399,1,75756,"26,64,83",73,3,1,232,91,23,4,749.47
0,0,1747,1,12082,"39,43,83",89,3,1,237,92,51,3,819.27
1,1,1419,2,91890,"64,1,89",14,3,1,843,94,48,3,974.86
1,0,1592,1,35142,"83,27,53",8,3,1,735,92,39,3,919.06
1,0,522,2,75495,"10,49,93",69,3,1,969,0,20,4,261.58
1,0,1634,2,22812,"67,23,93",20,3,1,582,91,52,1,567.79
1,0,722,1,69644,"23,4,98",9,3,1,112,43,18,2,708.89
0,0,961,2,27121,"8,37,7",36,3,1,94,15,29,3,746.54
1,0,281,1,26035,"57,14,42",73,3,1,194,89,22,4,517.15
1,0,60,2,94772,"19,53,90",30,3,1,186,15,50,4,701.22
1,0,1437,1,59141,"24,19,15",80,3,1,943,67,40,1,801.19
1,0,1554,2,33692,"69,98,61",20,3,1,398,64,39,3,535.64
1,1,205,2,99173,"45,81,25",39,3,1,453,87,46,3,124.85
0,0,803,2,52133,"8,96,16",45,3,1,220,86,34,3,691.98
0,0,1714,2,75295,"37,75,47",66,3,1,525,98,39,1,478.16
1,0,1351,2,82680,"98,74,17",73,3,1,307,45,44,1,260.11
0,0,765,1,22175,"65,40,49",13,3,1,433,57,60,3,973.78
1,0,1677,1,20581,"72,49,93",75,3,1,279,56,40,3,998.63
0,1,1857,2,88832,"86,66,81",4,3,1,404,7,38,3,505.81
1,0,1379,1,22235,"17,67,97",38,3,1,569,55,22,1,14.56
0,1,1733,1,76748,"47,96,34",89,3,1,505,57,24,1,491.01
1,0,1301,2,31096,"29,97,86",24,3,1,310,71,52,4,729.29
1,1,491,2,86762,"76,77,98",69,3,1,167,16,58,2,373.08
0,0,1763,1,27989,"37,17,1",4,3,1,333,22,53,4,608.17
1,1,1597,1,26795,"4,40,74",87,3,1,866,12,51,4,917.91
1,0,858,2,36551,"33,25,52",66,3,1,667,94,23,2,728.36
0,1,839,1,98565,"25,43,45",91,3,1,107,23,56,3,646.59
0,1,1471,1,76653,"70,7,11",90,3,1,942,22,22,4,649.47
1,1,628,1,65099,"56,8,33",57,3,1,654,20,46,4,544.79
1,1,1503,1,18803,"14,15,22",42,3,1,867,46,51,3,549.97
1,1,1729,1,44730,"32,99,67",72,3,1,79,38,26,1,994.62
1,1,643,1,78461,"59,63,97",85,3,1,842,70,26,1,902.59
1,0,786,2,21304,"78,89,43",57,3,1,945,6,37,3,462.32
0,1,1949,1,57592,"59,88,64",15,3,1,799,86,18,3,236.15
1,1,1021,1,77712,"98,72,52",59,3,1,192,33,43,2,645.35
